created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2023-07-24T16:43:51+02:00,377,847,2934,4.01500,9256,,,,
2023-07-25T16:38:03+02:00,378,847,2934,4.01300,9256,,,,
2023-07-26T10:03:47+02:00,379,836,2896,4.01300,9294,,,,
2023-07-26T10:18:56+02:00,380,820,2840,4.01200,9349,,,,
2023-07-26T13:18:15+02:00,381,813,2816,4.01300,9374,,,,
2023-07-26T21:46:18+02:00,382,806,2792,4.01500,9398,,,,
2023-07-27T04:59:31+02:00,383,816,2827,4.01300,9398,,,,
2023-07-27T05:14:32+02:00,384,831,2879,4.01300,9398,,,,
2023-07-27T05:29:33+02:00,385,839,2906,4.01200,9398,,,,
2023-07-27T05:44:34+02:00,386,850,2944,4.01200,9398,,,,
2023-07-27T05:59:32+02:00,387,875,3031,4.01200,9398,,,,
2023-07-27T06:14:30+02:00,388,893,3093,4.01300,9398,,,,
2023-07-27T06:44:25+02:00,389,904,3131,4.01300,9398,,,,
2023-07-27T07:29:16+02:00,390,911,3156,4.01200,9398,,,,
2023-07-27T09:43:44+02:00,391,919,3183,4.01200,9398,,,,
2023-07-27T10:28:34+02:00,392,940,3256,4.01300,9398,,,,
2023-07-27T11:13:25+02:00,393,949,3287,4.01300,9398,,,,
2023-07-27T14:12:48+02:00,394,960,3325,4.01300,9398,,,,
2023-07-27T14:42:42+02:00,395,969,3357,4.01300,9398,,,,
2023-07-27T15:27:33+02:00,396,977,3384,4.01300,9398,,,,
2023-07-27T16:12:23+02:00,397,985,3412,4.01200,9398,,,,
2023-07-27T16:57:14+02:00,398,995,3447,4.01200,9398,,,,
2023-07-27T17:27:16+02:00,399,1015,3516,4.01200,9398,,,,
2023-07-27T17:42:15+02:00,400,1033,3578,4.01200,9398,,,,
2023-07-27T17:57:13+02:00,401,1046,3623,4.01200,9398,,,,
2023-07-27T18:27:08+02:00,402,1066,3693,4.01300,9398,,,,
2023-07-27T19:12:27+02:00,403,1087,3765,4.01200,9398,,,,
2023-07-27T19:27:25+02:00,404,1095,3793,4.01200,9398,,,,
2023-07-27T20:12:20+02:00,405,1102,3817,4.01500,9398,,,,
2023-07-27T21:43:19+02:00,406,1127,3904,4.01200,9398,,,,
2023-07-27T22:43:24+02:00,407,1138,3942,4.01000,9398,,,,
2023-07-27T22:58:22+02:00,408,1150,3984,4.01200,9398,,,,
2023-07-27T23:28:17+02:00,409,1159,4015,4.01200,9398,,,,
2023-07-27T23:58:12+02:00,410,1183,4098,4.01200,9398,,,,
2023-07-28T00:13:10+02:00,411,1196,4143,4.00900,9398,,,,
2023-07-28T00:43:04+02:00,412,1204,4171,4.01000,9398,,,,
2023-07-28T05:56:48+02:00,413,1211,4195,4.01200,9398,,,,
2023-07-28T12:55:07+02:00,414,1229,4257,4.01200,9398,,,,
2023-07-28T15:09:42+02:00,415,1236,4282,4.01200,9398,,,,
2023-07-28T15:24:44+02:00,416,1285,4451,4.01000,9398,,,,
2023-07-28T16:09:39+02:00,417,1294,4482,4.01000,9398,,,,
2023-07-28T22:23:09+02:00,418,1287,4458,4.01200,9422,,,,
2023-07-29T03:52:37+02:00,419,1380,4780,4.00700,9422,,,,
2023-07-29T05:37:12+02:00,420,1371,4749,4.01000,9453,,,,
2023-07-29T07:51:53+02:00,421,1361,4715,4.01000,9488,,,,
2023-07-29T08:51:48+02:00,422,1371,4749,4.00900,9488,,,,
2023-07-29T10:06:41+02:00,423,1390,4815,4.00900,9488,,,,
2023-07-29T11:36:21+02:00,424,1383,4791,4.00900,9512,,,,
2023-07-29T12:06:15+02:00,425,1375,4763,4.01000,9540,,,,
2023-07-29T15:35:28+02:00,426,1361,4715,4.01000,9588,,,,
2023-07-29T17:35:01+02:00,427,1369,4742,4.01200,9588,,,,
2023-07-29T18:04:58+02:00,428,1362,4718,4.01000,9613,,,,
2023-07-29T19:04:50+02:00,429,1378,4773,4.00900,9613,,,,
2023-07-29T20:49:26+02:00,430,1371,4749,4.00900,9637,,,,
2023-07-29T21:49:14+02:00,431,1357,4701,4.00900,9685,,,,
2023-07-30T21:58:27+02:00,432,1353,4687,4.00400,9699,,,,
2023-07-31T08:25:53+02:00,433,1346,4663,4.00600,9723,,,,
2023-07-31T13:54:37+02:00,434,1339,4638,4.00700,9748,,,,
2023-07-31T17:08:52+02:00,435,1357,4701,4.00900,9748,,,,
2023-07-31T17:23:51+02:00,436,1369,4742,4.00600,9748,,,,
2023-07-31T17:38:49+02:00,437,1360,4711,4.00400,9779,,,,
2023-07-31T18:38:37+02:00,438,1372,4753,4.00900,9779,,,,
2023-07-31T19:08:31+02:00,439,1361,4715,4.00700,9817,,,,
2023-07-31T19:23:29+02:00,440,1376,4766,4.00700,9817,,,,
2023-07-31T19:38:27+02:00,441,1394,4829,4.00700,9817,,,,
2023-08-01T00:07:23+02:00,442,1384,4794,4.00600,9852,,,,
2023-08-01T02:51:45+02:00,443,1392,4822,4.00700,9852,,,,
2023-08-01T04:51:17+02:00,444,1383,4791,4.00700,9883,,,,
2023-08-01T07:36:21+02:00,445,1372,4753,4.00600,9921,,,,
2023-08-01T09:06:28+02:00,446,1361,4715,4.00200,9959,,,,
2023-08-01T11:50:51+02:00,447,1369,4742,4.00600,9959,,,,
2023-08-01T12:05:49+02:00,448,1357,4701,4.00600,10001,,,,
2023-08-01T19:04:09+02:00,449,1348,4669,4.00600,10032,,,,
2023-08-02T00:17:54+02:00,450,1355,4694,4.00400,10032,,,,
2023-08-02T00:47:49+02:00,451,1377,4770,4.00400,10032,,,,
2023-08-02T01:02:55+02:00,452,1377,4770,4.00200,10032,,,,
2023-08-02T01:17:57+02:00,453,1374,4760,4.00200,10042,,,,
2023-08-02T04:47:07+02:00,454,1362,4718,4.00600,10084,,,,
2023-08-02T05:17:00+02:00,455,1373,4756,4.00400,10084,,,,
2023-08-02T08:16:19+02:00,456,1361,4715,4.00600,10125,,,,
2023-08-02T09:16:06+02:00,457,1379,4777,4.00400,10125,,,,
2023-08-02T09:46:04+02:00,458,1393,4825,4.00200,10125,,,,
2023-08-02T10:30:55+02:00,459,1385,4798,4.00400,10153,,,,
2023-08-02T12:15:32+02:00,460,1376,4766,4.00600,10184,,,,
2023-08-02T13:45:13+02:00,461,1362,4718,4.00200,10233,,,,
2023-08-02T17:59:13+02:00,462,1369,4742,4.00600,10233,,,,
2023-08-02T19:58:45+02:00,463,1357,4701,4.00400,10274,,,,
2023-08-02T23:27:53+02:00,464,1376,4766,4.00400,10274,,,,
2023-08-03T10:55:05+02:00,465,1364,4725,4.00200,10316,,,,
2023-08-03T12:09:49+02:00,466,1386,4801,4.00400,10316,,,,
2023-08-03T14:24:17+02:00,467,1375,4763,4.00400,10354,,,,
2023-08-03T17:23:37+02:00,468,1390,4815,4.00400,10354,,,,
2023-08-03T18:08:27+02:00,469,1383,4791,4.00400,10378,,,,
2023-08-03T19:53:04+02:00,470,1376,4766,4.00400,10402,,,,
2023-08-03T21:52:36+02:00,471,1361,4715,4.00200,10454,,,,
2023-08-04T07:50:10+02:00,472,1369,4742,4.00400,10454,,,,
2023-08-04T08:49:57+02:00,473,1356,4697,4.00200,10499,,,,
2023-08-04T12:19:08+02:00,474,1348,4669,4.00200,10527,,,,
2023-08-05T08:14:16+02:00,475,1340,4642,3.99800,10555,,,,
2023-08-05T14:12:51+02:00,476,1330,4607,4.00200,10589,,,,
2023-08-05T15:27:36+02:00,477,1360,4711,4.00200,10589,,,,
2023-08-05T15:42:34+02:00,478,1373,4756,3.99900,10589,,,,
2023-08-05T17:57:02+02:00,479,1362,4718,4.00100,10628,,,,
2023-08-05T20:56:19+02:00,480,1369,4742,3.99900,10628,,,,
2023-08-05T21:11:17+02:00,481,1377,4770,3.99800,10628,,,,
2023-08-06T00:25:30+02:00,482,1370,4746,4.00100,10652,,,,
2023-08-06T01:25:18+02:00,483,1385,4798,3.99900,10652,,,,
2023-08-06T05:24:24+02:00,484,1376,4766,3.99900,10683,,,,
2023-08-06T06:39:08+02:00,485,1386,4801,3.99900,10683,,,,
2023-08-06T09:23:35+02:00,486,1379,4777,3.99900,10707,,,,
2023-08-06T10:53:16+02:00,487,1372,4753,4.00100,10731,,,,
2023-08-06T13:22:42+02:00,488,1361,4715,3.99900,10770,,,,
2023-08-06T16:22:00+02:00,489,1369,4742,3.99800,10770,,,,
2023-08-06T17:36:47+02:00,490,1383,4791,3.99900,10770,,,,
2023-08-06T19:36:18+02:00,491,1376,4766,3.99900,10794,,,,
2023-08-06T22:20:40+02:00,492,1361,4715,3.99800,10846,,,,
2023-08-07T01:05:02+02:00,493,1370,4746,3.99900,10846,,,,
2023-08-07T08:33:28+02:00,494,1358,4704,3.99600,10887,,,,
2023-08-07T19:45:50+02:00,495,1350,4676,3.99800,10915,,,,
2023-08-08T11:56:52+02:00,496,1343,4652,3.99600,10939,,,,
2023-08-09T11:36:51+02:00,497,1317,4562,3.99400,11029,,,,
2023-08-09T16:35:40+02:00,498,1310,4538,3.99800,11054,,,,
2023-08-10T16:29:51+02:00,499,1305,4521,3.99600,11071,,,,
2023-08-11T09:40:30+02:00,500,1296,4489,3.99400,11102,,,,
2023-08-11T14:54:21+02:00,501,1289,4465,3.99600,11126,,,,
2023-08-11T23:07:20+02:00,502,1297,4493,3.99300,11126,,,,
2023-08-12T03:23:33+02:00,503,1347,4666,3.99100,11126,,,,
2023-08-12T12:10:02+02:00,504,1369,4742,3.98800,11126,,,,
2023-08-12T14:39:50+02:00,505,1362,4718,3.98800,11151,,,,
2023-08-12T18:09:05+02:00,506,1355,4694,3.99000,11175,,,,
2023-08-12T20:23:34+02:00,507,1348,4669,3.99000,11199,,,,
2023-08-13T11:04:58+02:00,508,1340,4642,3.98800,11227,,,,
2023-08-13T15:33:55+02:00,509,1331,4611,3.98800,11258,,,,
2023-08-14T08:14:49+02:00,510,1324,4586,3.98800,11282,,,,
2023-08-14T10:44:16+02:00,511,1313,4548,3.98800,11320,,,,
2023-08-14T15:13:14+02:00,512,1288,4462,3.98800,11407,,,,
2023-08-15T03:10:19+02:00,513,1325,4590,3.98800,11407,,,,
2023-08-15T03:25:17+02:00,514,1338,4635,3.98600,11407,,,,
2023-08-15T03:40:15+02:00,515,1345,4659,3.98600,11407,,,,
2023-08-15T12:52:01+02:00,516,1338,4635,3.98800,11431,,,,
2023-08-15T15:36:23+02:00,517,1323,4583,3.98600,11483,,,,
2023-08-16T15:30:28+02:00,518,1318,4566,3.98600,11500,,,,
2023-08-16T22:13:48+02:00,519,1309,4534,3.98600,11532,,,,
2023-08-17T12:10:20+02:00,520,1300,4503,3.98600,11563,,,,
2023-08-17T17:39:01+02:00,521,1292,4475,3.98600,11591,,,,
2023-08-18T15:03:48+02:00,522,1283,4444,3.98500,11622,,,,
2023-08-18T22:16:59+02:00,523,1275,4417,3.98500,11649,,,,
2023-08-19T16:27:29+02:00,524,1268,4392,3.98300,11674,,,,
2023-08-20T16:21:36+02:00,525,1261,4368,3.98300,11698,,,,
2023-08-20T21:50:13+02:00,526,1254,4344,3.98200,11722,,,,
2023-08-21T12:01:41+02:00,527,1241,4299,3.98200,11767,,,,
2023-08-21T18:15:14+02:00,528,1231,4264,3.98300,11802,,,,
2023-08-21T18:45:08+02:00,529,1222,4233,3.98200,11833,,,,
2023-08-21T19:59:50+02:00,530,1207,4181,3.98300,11885,,,,
2023-08-21T20:14:48+02:00,531,1188,4115,3.98200,11951,,,,
2023-08-22T20:08:51+02:00,532,1186,4108,3.97900,11958,,,,
2023-08-23T20:02:57+02:00,533,1186,4108,3.98000,11958,,,,
2023-08-23T20:47:48+02:00,534,1175,4070,3.98000,11996,,,,
2023-08-24T05:30:38+02:00,535,1183,4098,3.97900,11996,,,,
2023-08-24T12:43:54+02:00,536,1209,4188,3.98000,11996,,,,
2023-08-24T12:58:52+02:00,537,1226,4247,3.97700,11996,,,,
2023-08-24T13:13:50+02:00,538,1235,4278,3.97700,11996,,,,
2023-08-24T13:28:48+02:00,539,1243,4306,3.97700,11996,,,,
2023-08-24T14:43:30+02:00,540,1250,4330,3.97900,11996,,,,
2023-08-24T14:58:28+02:00,541,1264,4378,3.98000,11996,,,,
2023-08-24T15:13:26+02:00,542,1275,4417,3.97900,11996,,,,
2023-08-24T15:28:24+02:00,543,1286,4455,3.97900,11996,,,,
2023-08-24T15:43:22+02:00,544,1303,4514,3.97900,11996,,,,
2023-08-24T15:58:20+02:00,545,1323,4583,3.98000,11996,,,,
2023-08-24T16:13:18+02:00,546,1344,4656,3.97700,11996,,,,
2023-08-24T16:28:16+02:00,547,1360,4711,3.97700,11996,,,,
2023-08-24T16:43:14+02:00,548,1388,4808,3.97500,11996,,,,
2023-08-24T18:27:50+02:00,549,1380,4780,3.97700,12024,,,,
2023-08-24T19:57:29+02:00,550,1372,4753,3.97900,12051,,,,
2023-08-24T22:26:54+02:00,551,1360,4711,3.97900,12093,,,,
2023-08-25T07:39:40+02:00,552,1373,4756,3.97700,12093,,,,
2023-08-25T09:54:09+02:00,553,1361,4715,3.97900,12134,,,,
2023-08-26T08:18:35+02:00,554,1354,4690,3.97500,12159,,,,
2023-08-26T16:31:41+02:00,555,1347,4666,3.97400,12183,,,,
2023-08-26T16:46:40+02:00,556,1331,4611,3.97500,12238,,,,
2023-08-26T17:01:38+02:00,557,1320,4572,3.97500,12276,,,,
2023-08-26T17:16:36+02:00,558,1300,4503,3.97500,12346,,,,
2023-08-26T18:01:27+02:00,559,1292,4475,3.97400,12373,,,,
2023-08-27T10:27:22+02:00,560,1285,4451,3.97500,12398,,,,
2023-08-27T14:41:24+02:00,561,1278,4427,3.97400,12422,,,,
2023-08-27T23:39:10+02:00,562,1271,4403,3.97500,12446,,,,
2023-08-28T18:19:41+02:00,563,1264,4378,3.97200,12470,,,,
2023-08-29T10:45:39+02:00,564,1257,4354,3.97200,12495,,,,
2023-08-29T14:14:59+02:00,565,1266,4385,3.97100,12495,,,,
2023-08-29T20:13:41+02:00,566,1302,4510,3.97100,12495,,,,
2023-08-29T20:28:39+02:00,567,1310,4538,3.96900,12495,,,,
2023-08-29T21:43:22+02:00,568,1317,4562,3.96900,12495,,,,
2023-08-30T07:26:00+02:00,569,1309,4534,3.97100,12522,,,,
2023-08-30T09:10:38+02:00,570,1341,4645,3.96900,12522,,,,
2023-08-30T12:24:54+02:00,571,1354,4690,3.97100,12522,,,,
2023-08-30T13:39:39+02:00,572,1372,4753,3.96900,12522,,,,
2023-08-30T14:09:35+02:00,573,1379,4777,3.96900,12522,,,,
2023-08-30T15:54:11+02:00,574,1372,4753,3.97100,12547,,,,
2023-08-30T16:39:06+02:00,575,1381,4784,3.96900,12547,,,,
2023-08-30T17:38:53+02:00,576,1374,4760,3.97100,12571,,,,
2023-08-30T20:38:11+02:00,577,1362,4718,3.96700,12612,,,,
2023-08-30T23:37:57+02:00,578,1373,4756,3.96700,12612,,,,
2023-08-31T03:51:56+02:00,579,1362,4718,3.96900,12651,,,,
2023-08-31T07:06:11+02:00,580,1369,4742,3.96700,12651,,,,
2023-08-31T07:36:05+02:00,581,1362,4718,3.96700,12675,,,,
2023-08-31T17:18:47+02:00,582,1355,4694,3.96700,12699,,,,
2023-08-31T19:33:51+02:00,583,1377,4770,3.96700,12699,,,,
2023-08-31T20:48:42+02:00,584,1388,4808,3.96600,12699,,,,
2023-09-01T00:32:50+02:00,585,1380,4780,3.96900,12727,,,,
2023-09-01T04:31:54+02:00,586,1372,4753,3.96600,12754,,,,
2023-09-01T09:30:43+02:00,587,1361,4715,3.96700,12793,,,,
2023-09-01T11:45:15+02:00,588,1372,4753,3.96600,12793,,,,
2023-09-01T12:45:06+02:00,589,1380,4780,3.96700,12793,,,,
2023-09-01T15:14:33+02:00,590,1372,4753,3.96600,12820,,,,
2023-09-01T16:29:19+02:00,591,1361,4715,3.96600,12858,,,,
2023-09-02T09:10:10+02:00,592,1353,4687,3.96600,12886,,,,
2023-09-03T08:19:30+02:00,593,1344,4656,3.96600,12917,,,,
2023-09-03T16:02:44+02:00,594,1335,4624,3.96400,12948,,,,
2023-09-03T17:02:31+02:00,595,1314,4552,3.96400,13021,,,,
2023-09-03T17:32:25+02:00,596,1288,4462,3.96600,13111,,,,
2023-09-04T07:58:42+02:00,597,1280,4434,3.96600,13139,,,,
2023-09-04T10:43:04+02:00,598,1271,4403,3.96400,13170,,,,
2023-09-04T15:12:08+02:00,599,1263,4375,3.96400,13198,,,,
2023-09-04T21:10:36+02:00,600,1256,4351,3.96400,13222,,,,
2023-09-05T11:51:59+02:00,601,1247,4320,3.96600,13253,,,,
2023-09-05T14:51:23+02:00,602,1236,4282,3.96400,13291,,,,
2023-09-05T15:06:21+02:00,603,1226,4247,3.96400,13326,,,,
2023-09-05T20:20:01+02:00,604,1219,4223,3.96300,13350,,,,
2023-09-05T20:34:59+02:00,605,1202,4164,3.96400,13409,,,,
2023-09-06T20:14:06+02:00,606,1188,4115,3.96400,13458,,,,
2023-09-07T12:25:06+02:00,607,1176,4074,3.96300,13499,,,,
2023-09-07T19:53:19+02:00,608,1169,4049,3.96300,13523,,,,
2023-09-07T20:23:13+02:00,609,1161,4022,3.96300,13551,,,,
2023-09-08T17:18:07+02:00,610,1145,3966,3.96300,13607,,,,
2023-09-08T17:33:05+02:00,611,1152,3991,3.96300,13607,,,,
2023-09-08T17:48:03+02:00,612,1145,3966,3.96300,13631,,,,
2023-09-08T18:32:53+02:00,613,1152,3991,3.96300,13631,,,,
2023-09-08T20:02:30+02:00,614,1143,3959,3.96300,13662,,,,
2023-09-08T21:02:15+02:00,615,1131,3918,3.96300,13704,,,,
2023-09-08T22:02:01+02:00,616,1124,3894,3.96300,13728,,,,
2023-09-09T14:43:00+02:00,617,1117,3869,3.96100,13752,,,,
2023-09-09T20:11:36+02:00,618,1110,3845,3.96100,13776,,,,
2023-09-09T21:11:22+02:00,619,1101,3814,3.96300,13808,,,,
2023-09-10T14:37:08+02:00,620,1092,3783,3.96100,13839,,,,
2023-09-10T19:50:47+02:00,621,1085,3758,3.95900,13863,,,,
2023-09-10T20:20:41+02:00,622,1070,3706,3.96100,13915,,,,
2023-09-11T08:47:32+02:00,623,1063,3682,3.95800,13939,,,,
2023-09-11T10:32:08+02:00,624,1049,3634,3.96100,13988,,,,
2023-09-11T21:59:24+02:00,625,1041,3606,3.95900,14015,,,,
2023-09-12T09:41:24+02:00,626,1034,3582,3.95800,14040,,,,
2023-09-12T17:39:31+02:00,627,1067,3696,3.95900,14040,,,,
2023-09-12T17:54:29+02:00,628,1076,3727,3.95900,14040,,,,
2023-09-12T18:09:26+02:00,629,1085,3758,3.95600,14040,,,,
2023-09-12T18:24:24+02:00,630,1092,3783,3.95800,14040,,,,
2023-09-13T09:35:39+02:00,631,1084,3755,3.95600,14067,,,,
2023-09-13T22:02:37+02:00,632,1076,3727,3.95800,14095,,,,
2023-09-14T11:59:14+02:00,633,1067,3696,3.95500,14126,,,,
2023-09-14T17:57:54+02:00,634,1053,3648,3.95800,14175,,,,
2023-09-14T21:56:52+02:00,635,1046,3623,3.95600,14199,,,,
2023-09-15T14:37:51+02:00,636,1038,3596,3.95600,14227,,,,
2023-09-15T18:51:48+02:00,637,1031,3571,3.95500,14251,,,,
2023-09-16T09:03:13+02:00,638,1023,3544,3.95300,14279,,,,
2023-09-16T11:17:44+02:00,639,1016,3519,3.95300,14303,,,,
2023-09-16T14:02:11+02:00,640,1007,3488,3.95300,14334,,,,
2023-09-16T17:46:16+02:00,641,999,3461,3.95500,14362,,,,
2023-09-16T22:30:07+02:00,642,1014,3512,3.95000,14362,,,,
2023-09-16T22:45:05+02:00,643,1127,3904,3.95200,14362,,,,
2023-09-16T23:00:03+02:00,644,1162,4025,3.95300,14362,,,,
2023-09-16T23:15:01+02:00,645,1175,4070,3.95000,14362,,,,
2023-09-16T23:59:52+02:00,646,1182,4094,3.95300,14362,,,,
2023-09-17T00:14:50+02:00,647,1207,4181,3.95000,14362,,,,
2023-09-17T01:59:25+02:00,648,1215,4209,3.95500,14362,,,,
2023-09-17T04:13:54+02:00,649,1222,4233,3.95500,14362,,,,
2023-09-17T16:40:54+02:00,650,1215,4209,3.95300,14386,,,,
2023-09-17T17:55:38+02:00,651,1208,4185,3.95200,14410,,,,
2023-09-18T03:38:12+02:00,652,1233,4271,3.95200,14410,,,,
2023-09-18T03:53:10+02:00,653,1245,4313,3.95200,14410,,,,
2023-09-18T04:08:08+02:00,654,1252,4337,3.95000,14410,,,,
2023-09-19T04:02:24+02:00,655,1253,4340,3.95000,14410,,,,
2023-09-19T22:27:53+02:00,656,1245,4313,3.94800,14438,,,,
2023-09-20T18:52:55+02:00,657,1238,4288,3.95000,14462,,,,
2023-09-21T02:50:54+02:00,658,1230,4261,3.94800,14490,,,,
2023-09-21T13:48:16+02:00,659,1293,4479,3.95000,14490,,,,
2023-09-21T14:03:14+02:00,660,1301,4507,3.94700,14490,,,,
2023-09-21T14:18:12+02:00,661,1324,4586,3.94500,14490,,,,
2023-09-21T14:33:10+02:00,662,1333,4618,3.94800,14490,,,,
2023-09-21T15:03:04+02:00,663,1341,4645,3.94800,14490,,,,
2023-09-21T16:47:41+02:00,664,1330,4607,3.94800,14528,,,,
2023-09-21T17:02:39+02:00,665,1396,4836,3.94800,14528,,,,
2023-09-21T19:02:10+02:00,666,1388,4808,3.94800,14556,,,,
2023-09-22T00:00:57+02:00,667,1380,4780,3.94700,14583,,,,
2023-09-22T08:43:46+02:00,668,1370,4746,3.94700,14618,,,,
2023-09-22T14:12:30+02:00,669,1377,4770,3.94500,14618,,,,
2023-09-22T14:27:28+02:00,670,1386,4801,3.94500,14618,,,,
2023-09-22T15:27:14+02:00,671,1395,4832,3.94500,14618,,,,
2023-09-22T16:56:54+02:00,672,1387,4805,3.94400,14646,,,,
2023-09-22T19:26:18+02:00,673,1380,4780,3.94500,14670,,,,
2023-09-23T08:38:02+02:00,674,1370,4746,3.94200,14705,,,,
2023-09-23T13:22:01+02:00,675,1361,4715,3.94400,14736,,,,
2023-09-24T05:33:03+02:00,676,1354,4690,3.94200,14760,,,,
2023-09-24T09:17:10+02:00,677,1346,4663,3.94000,14788,,,,
2023-09-25T07:41:47+02:00,678,1339,4638,3.94200,14812,,,,
2023-09-25T13:40:28+02:00,679,1332,4614,3.94200,14836,,,,
2023-09-26T08:35:44+02:00,680,1325,4590,3.93900,14861,,,,
2023-09-26T13:04:47+02:00,681,1315,4555,3.94000,14895,,,,
2023-09-27T08:59:51+02:00,682,1306,4524,3.93900,14926,,,,
2023-09-28T08:54:04+02:00,683,1301,4507,3.93700,14944,,,,
2023-09-29T07:33:32+02:00,684,1294,4482,3.93600,14968,,,,
2023-09-29T16:01:31+02:00,685,1282,4441,3.93700,15010,,,,
2023-09-30T08:57:18+02:00,686,1275,4417,3.93600,15034,,,,
2023-09-30T14:11:07+02:00,687,1268,4392,3.93600,15058,,,,
2023-10-01T08:06:39+02:00,688,1261,4368,3.93400,15082,,,,
2023-10-02T07:45:56+02:00,689,1254,4344,3.93100,15107,,,,
2023-10-03T08:25:34+02:00,690,1246,4316,3.93100,15134,,,,
2023-10-03T12:24:39+02:00,691,1264,4378,3.93100,15134,,,,
2023-10-03T12:39:37+02:00,692,1278,4427,3.93100,15134,,,,
2023-10-03T12:54:35+02:00,693,1292,4475,3.92900,15134,,,,
2023-10-03T13:09:33+02:00,694,1317,4562,3.92900,15134,,,,
2023-10-03T13:24:31+02:00,695,1335,4624,3.93100,15134,,,,
2023-10-03T13:39:29+02:00,696,1348,4669,3.93300,15134,,,,
2023-10-03T19:38:03+02:00,697,1355,4694,3.92800,15134,,,,
2023-10-03T19:53:01+02:00,698,1389,4811,3.93100,15134,,,,
2023-10-04T19:47:08+02:00,699,1387,4805,3.92900,15141,,,,
2023-10-04T23:46:10+02:00,700,1395,4832,3.92900,15141,,,,
2023-10-05T01:45:42+02:00,701,1403,4860,3.92900,15141,,,,
2023-10-05T02:00:41+02:00,702,536,1857,3.92600,15141,,,,
2023-10-05T02:15:38+02:00,703,429,1486,3.92600,15141,,,,
2023-10-05T06:29:44+02:00,704,452,1566,3.92600,15141,,,,
2023-10-05T07:29:32+02:00,705,464,1607,3.92900,15141,,,,
2023-10-05T07:59:26+02:00,706,500,1732,3.92800,15141,,,,
2023-10-05T12:58:22+02:00,707,1158,4011,3.92800,15141,,,,
2023-10-05T15:12:55+02:00,708,1093,3786,3.92600,15141,,,,
2023-10-05T15:27:54+02:00,709,1085,3758,3.92800,15141,,,,
2023-10-05T16:42:38+02:00,710,1077,3731,3.92600,15141,,,,
2023-10-05T17:42:25+02:00,711,1069,3703,3.92800,15141,,,,
2023-10-05T17:57:23+02:00,712,1078,3734,3.92500,15141,,,,
2023-10-05T18:27:17+02:00,713,1070,3706,3.92800,15141,,,,
2023-10-05T20:11:53+02:00,714,1062,3679,3.92600,15141,,,,
2023-10-05T21:41:32+02:00,715,1069,3703,3.92800,15141,,,,
2023-10-06T07:54:02+02:00,716,1060,3672,3.92600,15141,,,,
2023-10-06T08:08:59+02:00,717,1043,3613,3.92500,15141,,,,
2023-10-06T08:23:58+02:00,718,1051,3641,3.92500,15141,,,,
2023-10-06T08:38:57+02:00,719,1036,3589,3.92500,15141,,,,
2023-10-06T08:53:54+02:00,720,1047,3627,3.92500,15141,,,,
2023-10-06T10:08:38+02:00,721,1034,3582,3.92500,15141,,,,
2023-10-06T10:23:37+02:00,722,1047,3627,3.92500,15141,,,,
2023-10-06T12:08:14+02:00,723,1039,3599,3.92600,15141,,,,
2023-10-06T12:53:05+02:00,724,1056,3658,3.92600,15141,,,,
2023-10-06T14:37:42+02:00,725,1064,3686,3.92600,15141,,,,
2023-10-06T18:06:52+02:00,726,1057,3661,3.92300,15141,,,,
2023-10-06T20:36:15+02:00,727,1048,3630,3.92500,15141,,,,
2023-10-07T04:49:11+02:00,728,967,3350,3.92600,15141,,,,
2023-10-07T05:04:09+02:00,729,1048,3630,3.92300,15141,,,,
2023-10-07T05:19:07+02:00,730,1040,3603,3.92500,15141,,,,
2023-10-07T05:49:01+02:00,731,983,3405,3.92500,15141,,,,
2023-10-07T06:04:00+02:00,732,1046,3623,3.92100,15141,,,,
2023-10-07T07:48:37+02:00,733,1011,3502,3.92500,15141,,,,
2023-10-07T08:03:35+02:00,734,1061,3675,3.92500,15141,,,,
2023-10-07T08:48:25+02:00,735,1052,3644,3.92300,15141,,,,
2023-10-07T14:02:14+02:00,736,1043,3613,3.92500,15141,,,,
2023-10-07T16:16:43+02:00,737,1020,3533,3.92500,15141,,,,
2023-10-07T16:31:41+02:00,738,1003,3474,3.92300,15141,,,,
2023-10-07T16:46:39+02:00,739,1056,3658,3.92100,15141,,,,
2023-10-07T18:46:10+02:00,740,1049,3634,3.92300,15141,,,,
2023-10-08T07:57:56+02:00,741,1025,3551,3.92300,15141,,,,
2023-10-08T08:12:54+02:00,742,1060,3672,3.92000,15141,,,,
2023-10-08T08:42:48+02:00,743,1047,3627,3.92100,15141,,,,
2023-10-08T08:57:46+02:00,744,867,3003,3.92000,15141,,,,
2023-10-08T13:11:48+02:00,745,1047,3627,3.92500,15141,,,,
2023-10-08T15:26:18+02:00,746,1056,3658,3.92300,15141,,,,
2023-10-09T07:22:22+02:00,747,995,3447,3.92100,15141,,,,
2023-10-09T08:07:13+02:00,748,1055,3655,3.92000,15141,,,,
2023-10-09T08:37:06+02:00,749,956,3312,3.92000,15141,,,,
2023-10-09T08:52:04+02:00,750,1053,3648,3.92000,15141,,,,
2023-10-09T09:07:02+02:00,751,952,3298,3.92100,15141,,,,
2023-10-09T09:22:00+02:00,752,1060,3672,3.92000,15141,,,,
2023-10-09T10:06:51+02:00,753,1052,3644,3.92100,15141,,,,
2023-10-09T10:21:49+02:00,754,1044,3616,3.92100,15141,,,,
