created_at,field1,field2,field3,field4,latitude,longitude,elevation,status
2023-08-31 17:18:47+02:00,1355,4694,3.96700,12699,,,,
2023-08-31 19:33:51+02:00,1377,4770,3.96700,12699,,,,
2023-08-31 20:48:42+02:00,1388,4808,3.96600,12699,,,,
2023-09-01 00:32:50+02:00,1380,4780,3.96900,12727,,,,
2023-09-01 04:31:54+02:00,1372,4753,3.96600,12754,,,,
2023-09-01 09:30:43+02:00,1361,4715,3.96700,12793,,,,
2023-09-01 11:45:15+02:00,1372,4753,3.96600,12793,,,,
2023-09-01 12:45:06+02:00,1380,4780,3.96700,12793,,,,
2023-09-01 15:14:33+02:00,1372,4753,3.96600,12820,,,,
2023-09-01 16:29:19+02:00,1361,4715,3.96600,12858,,,,
2023-09-02 09:10:10+02:00,1353,4687,3.96600,12886,,,,
2023-09-03 08:19:30+02:00,1344,4656,3.96600,12917,,,,
2023-09-03 16:02:44+02:00,1335,4624,3.96400,12948,,,,
2023-09-03 17:02:31+02:00,1314,4552,3.96400,13021,,,,
2023-09-03 17:32:25+02:00,1288,4462,3.96600,13111,,,,
2023-09-04 07:58:42+02:00,1280,4434,3.96600,13139,,,,
2023-09-04 10:43:04+02:00,1271,4403,3.96400,13170,,,,
2023-09-04 15:12:08+02:00,1263,4375,3.96400,13198,,,,
2023-09-04 21:10:36+02:00,1256,4351,3.96400,13222,,,,
2023-09-05 11:51:59+02:00,1247,4320,3.96600,13253,,,,
2023-09-05 14:51:23+02:00,1236,4282,3.96400,13291,,,,
2023-09-05 15:06:21+02:00,1226,4247,3.96400,13326,,,,
2023-09-05 20:20:01+02:00,1219,4223,3.96300,13350,,,,
2023-09-05 20:34:59+02:00,1202,4164,3.96400,13409,,,,
2023-09-06 20:14:06+02:00,1188,4115,3.96400,13458,,,,
2023-09-07 12:25:06+02:00,1176,4074,3.96300,13499,,,,
2023-09-07 19:53:19+02:00,1169,4049,3.96300,13523,,,,
2023-09-07 20:23:13+02:00,1161,4022,3.96300,13551,,,,
2023-09-08 17:18:07+02:00,1145,3966,3.96300,13607,,,,
2023-09-08 17:33:05+02:00,1152,3991,3.96300,13607,,,,
2023-09-08 17:48:03+02:00,1145,3966,3.96300,13631,,,,
2023-09-08 18:32:53+02:00,1152,3991,3.96300,13631,,,,
2023-09-08 20:02:30+02:00,1143,3959,3.96300,13662,,,,
2023-09-08 21:02:15+02:00,1131,3918,3.96300,13704,,,,
2023-09-08 22:02:01+02:00,1124,3894,3.96300,13728,,,,
2023-09-09 14:43:00+02:00,1117,3869,3.96100,13752,,,,
2023-09-09 20:11:36+02:00,1110,3845,3.96100,13776,,,,
2023-09-09 21:11:22+02:00,1101,3814,3.96300,13808,,,,
2023-09-10 14:37:08+02:00,1092,3783,3.96100,13839,,,,
2023-09-10 19:50:47+02:00,1085,3758,3.95900,13863,,,,
2023-09-10 20:20:41+02:00,1070,3706,3.96100,13915,,,,
2023-09-11 08:47:32+02:00,1063,3682,3.95800,13939,,,,
2023-09-11 10:32:08+02:00,1049,3634,3.96100,13988,,,,
2023-09-11 21:59:24+02:00,1041,3606,3.95900,14015,,,,
2023-09-12 09:41:24+02:00,1034,3582,3.95800,14040,,,,
2023-09-12 17:39:31+02:00,1067,3696,3.95900,14040,,,,
2023-09-12 17:54:29+02:00,1076,3727,3.95900,14040,,,,
2023-09-12 18:09:26+02:00,1085,3758,3.95600,14040,,,,
2023-09-12 18:24:24+02:00,1092,3783,3.95800,14040,,,,
2023-09-13 09:35:39+02:00,1084,3755,3.95600,14067,,,,
2023-09-13 22:02:37+02:00,1076,3727,3.95800,14095,,,,
2023-09-14 11:59:14+02:00,1067,3696,3.95500,14126,,,,
2023-09-14 17:57:54+02:00,1053,3648,3.95800,14175,,,,
2023-09-14 21:56:52+02:00,1046,3623,3.95600,14199,,,,
2023-09-15 14:37:51+02:00,1038,3596,3.95600,14227,,,,
2023-09-15 18:51:48+02:00,1031,3571,3.95500,14251,,,,
2023-09-16 09:03:13+02:00,1023,3544,3.95300,14279,,,,
2023-09-16 11:17:44+02:00,1016,3519,3.95300,14303,,,,
2023-09-16 14:02:11+02:00,1007,3488,3.95300,14334,,,,
2023-09-16 17:46:16+02:00,999,3461,3.95500,14362,,,,
2023-09-16 22:30:07+02:00,1014,3512,3.95000,14362,,,,
2023-09-16 22:45:05+02:00,1127,3904,3.95200,14362,,,,
2023-09-16 23:00:03+02:00,1162,4025,3.95300,14362,,,,
2023-09-16 23:15:01+02:00,1175,4070,3.95000,14362,,,,
2023-09-16 23:59:52+02:00,1182,4094,3.95300,14362,,,,
2023-09-17 00:14:50+02:00,1207,4181,3.95000,14362,,,,
2023-09-17 01:59:25+02:00,1215,4209,3.95500,14362,,,,
2023-09-17 04:13:54+02:00,1222,4233,3.95500,14362,,,,
2023-09-17 16:40:54+02:00,1215,4209,3.95300,14386,,,,
2023-09-17 17:55:38+02:00,1208,4185,3.95200,14410,,,,
2023-09-18 03:38:12+02:00,1233,4271,3.95200,14410,,,,
2023-09-18 03:53:10+02:00,1245,4313,3.95200,14410,,,,
2023-09-18 04:08:08+02:00,1252,4337,3.95000,14410,,,,
2023-09-19 04:02:24+02:00,1253,4340,3.95000,14410,,,,
2023-09-19 22:27:53+02:00,1245,4313,3.94800,14438,,,,
2023-09-20 18:52:55+02:00,1238,4288,3.95000,14462,,,,
2023-09-21 02:50:54+02:00,1230,4261,3.94800,14490,,,,
2023-09-21 13:48:16+02:00,1293,4479,3.95000,14490,,,,
2023-09-21 14:03:14+02:00,1301,4507,3.94700,14490,,,,
2023-09-21 14:18:12+02:00,1324,4586,3.94500,14490,,,,
2023-09-21 14:33:10+02:00,1333,4618,3.94800,14490,,,,
2023-09-21 15:03:04+02:00,1341,4645,3.94800,14490,,,,
2023-09-21 16:47:41+02:00,1330,4607,3.94800,14528,,,,
2023-09-21 17:02:39+02:00,1396,4836,3.94800,14528,,,,
2023-09-21 19:02:10+02:00,1388,4808,3.94800,14556,,,,
2023-09-22 00:00:57+02:00,1380,4780,3.94700,14583,,,,
2023-09-22 08:43:46+02:00,1370,4746,3.94700,14618,,,,
2023-09-22 14:12:30+02:00,1377,4770,3.94500,14618,,,,
2023-09-22 14:27:28+02:00,1386,4801,3.94500,14618,,,,
2023-09-22 15:27:14+02:00,1395,4832,3.94500,14618,,,,
2023-09-22 16:56:54+02:00,1387,4805,3.94400,14646,,,,
2023-09-22 19:26:18+02:00,1380,4780,3.94500,14670,,,,
2023-09-23 08:38:02+02:00,1370,4746,3.94200,14705,,,,
2023-09-23 13:22:01+02:00,1361,4715,3.94400,14736,,,,
2023-09-24 05:33:03+02:00,1354,4690,3.94200,14760,,,,
2023-09-24 09:17:10+02:00,1346,4663,3.94000,14788,,,,
2023-09-25 07:41:47+02:00,1339,4638,3.94200,14812,,,,
2023-09-25 13:40:28+02:00,1332,4614,3.94200,14836,,,,
2023-09-26 08:35:44+02:00,1325,4590,3.93900,14861,,,,
2023-09-26 13:04:47+02:00,1315,4555,3.94000,14895,,,,
2023-09-27 08:59:51+02:00,1306,4524,3.93900,14926,,,,
2023-09-28 08:54:04+02:00,1301,4507,3.93700,14944,,,,
2023-09-29 07:33:32+02:00,1294,4482,3.93600,14968,,,,
2023-09-29 16:01:31+02:00,1282,4441,3.93700,15010,,,,
2023-09-30 08:57:18+02:00,1275,4417,3.93600,15034,,,,
2023-09-30 14:11:07+02:00,1268,4392,3.93600,15058,,,,
2023-10-01 08:06:39+02:00,1261,4368,3.93400,15082,,,,
2023-10-02 07:45:56+02:00,1254,4344,3.93100,15107,,,,
2023-10-03 08:25:34+02:00,1246,4316,3.93100,15134,,,,
2023-10-03 12:24:39+02:00,1264,4378,3.93100,15134,,,,
2023-10-03 12:39:37+02:00,1278,4427,3.93100,15134,,,,
2023-10-03 12:54:35+02:00,1292,4475,3.92900,15134,,,,
2023-10-03 13:09:33+02:00,1317,4562,3.92900,15134,,,,
2023-10-03 13:24:31+02:00,1335,4624,3.93100,15134,,,,
2023-10-03 13:39:29+02:00,1348,4669,3.93300,15134,,,,
2023-10-03 19:38:03+02:00,1355,4694,3.92800,15134,,,,
2023-10-03 19:53:01+02:00,1389,4811,3.93100,15134,,,,
2023-10-04 19:47:08+02:00,1387,4805,3.92900,15141,,,,
2023-10-04 23:46:10+02:00,1395,4832,3.92900,15141,,,,
2023-10-05 01:45:42+02:00,1403,4860,3.92900,15141,,,,
2023-10-05 02:00:41+02:00,536,1857,3.92600,15141,,,,
2023-10-05 02:15:38+02:00,429,1486,3.92600,15141,,,,
2023-10-05 06:29:44+02:00,452,1566,3.92600,15141,,,,
2023-10-05 07:29:32+02:00,464,1607,3.92900,15141,,,,
2023-10-05 07:59:26+02:00,500,1732,3.92800,15141,,,,
2023-10-05 12:58:22+02:00,1158,4011,3.92800,15141,,,,
2023-10-05 15:12:55+02:00,1093,3786,3.92600,15141,,,,
2023-10-05 15:27:54+02:00,1085,3758,3.92800,15141,,,,
2023-10-05 16:42:38+02:00,1077,3731,3.92600,15141,,,,
2023-10-05 17:42:25+02:00,1069,3703,3.92800,15141,,,,
2023-10-05 17:57:23+02:00,1078,3734,3.92500,15141,,,,
2023-10-05 18:27:17+02:00,1070,3706,3.92800,15141,,,,
2023-10-05 20:11:53+02:00,1062,3679,3.92600,15141,,,,
2023-10-05 21:41:32+02:00,1069,3703,3.92800,15141,,,,
2023-10-06 07:54:02+02:00,1060,3672,3.92600,15141,,,,
2023-10-06 08:08:59+02:00,1043,3613,3.92500,15141,,,,
2023-10-06 08:23:58+02:00,1051,3641,3.92500,15141,,,,
2023-10-06 08:38:57+02:00,1036,3589,3.92500,15141,,,,
2023-10-06 08:53:54+02:00,1047,3627,3.92500,15141,,,,
2023-10-06 10:08:38+02:00,1034,3582,3.92500,15141,,,,
2023-10-06 10:23:37+02:00,1047,3627,3.92500,15141,,,,
2023-10-06 12:08:14+02:00,1039,3599,3.92600,15141,,,,
2023-10-06 12:53:05+02:00,1056,3658,3.92600,15141,,,,
2023-10-06 14:37:42+02:00,1064,3686,3.92600,15141,,,,
2023-10-06 18:06:52+02:00,1057,3661,3.92300,15141,,,,
2023-10-06 20:36:15+02:00,1048,3630,3.92500,15141,,,,
2023-10-07 04:49:11+02:00,967,3350,3.92600,15141,,,,
2023-10-07 05:04:09+02:00,1048,3630,3.92300,15141,,,,
2023-10-07 05:19:07+02:00,1040,3603,3.92500,15141,,,,
2023-10-07 05:49:01+02:00,983,3405,3.92500,15141,,,,
2023-10-07 06:04:00+02:00,1046,3623,3.92100,15141,,,,
2023-10-07 07:48:37+02:00,1011,3502,3.92500,15141,,,,
2023-10-07 08:03:35+02:00,1061,3675,3.92500,15141,,,,
2023-10-07 08:48:25+02:00,1052,3644,3.92300,15141,,,,
2023-10-07 14:02:14+02:00,1043,3613,3.92500,15141,,,,
2023-10-07 16:16:43+02:00,1020,3533,3.92500,15141,,,,
2023-10-07 16:31:41+02:00,1003,3474,3.92300,15141,,,,
2023-10-07 16:46:39+02:00,1056,3658,3.92100,15141,,,,
2023-10-07 18:46:10+02:00,1049,3634,3.92300,15141,,,,
2023-10-08 07:57:56+02:00,1025,3551,3.92300,15141,,,,
2023-10-08 08:12:54+02:00,1060,3672,3.92000,15141,,,,
2023-10-08 08:42:48+02:00,1047,3627,3.92100,15141,,,,
2023-10-08 08:57:46+02:00,867,3003,3.92000,15141,,,,
2023-10-08 13:11:48+02:00,1047,3627,3.92500,15141,,,,
2023-10-08 15:26:18+02:00,1056,3658,3.92300,15141,,,,
2023-10-09 07:22:22+02:00,995,3447,3.92100,15141,,,,
2023-10-09 08:07:13+02:00,1055,3655,3.92000,15141,,,,
2023-10-09 08:37:06+02:00,956,3312,3.92000,15141,,,,
2023-10-09 08:52:04+02:00,1053,3648,3.92000,15141,,,,
2023-10-09 09:07:02+02:00,952,3298,3.92100,15141,,,,
2023-10-09 09:22:00+02:00,1060,3672,3.92000,15141,,,,
2023-10-09 10:06:51+02:00,1052,3644,3.92100,15141,,,,
2023-10-09 10:21:49+02:00,1044,3616,3.92100,15141,,,,
2023-10-09 10:36:46+02:00,1052,3644,3.92000,15141,,,,
2023-10-09 12:36:20+02:00,1022,3540,3.92000,15141,,,,
2023-10-09 20:04:34+02:00,1061,3675,3.91800,15141,,,,
2023-10-09 22:04:05+02:00,962,3332,3.92000,15141,,,,
2023-10-10 01:03:23+02:00,974,3374,3.92100,15141,,,,
2023-10-10 02:03:09+02:00,966,3346,3.92000,15141,,,,
2023-10-10 02:18:07+02:00,973,3370,3.91800,15141,,,,
2023-10-10 02:48:01+02:00,983,3405,3.92000,15141,,,,
2023-10-10 03:32:51+02:00,971,3364,3.92000,15141,,,,
2023-10-10 04:02:45+02:00,983,3405,3.91800,15141,,,,
2023-10-10 05:47:21+02:00,994,3443,3.92000,15141,,,,
2023-10-10 06:17:16+02:00,985,3412,3.91800,15141,,,,
2023-10-10 07:02:07+02:00,995,3447,3.92000,15141,,,,
2023-10-10 08:31:47+02:00,1064,3686,3.92000,15141,,,,
2023-10-10 15:15:15+02:00,1043,3613,3.92000,15141,,,,
2023-10-10 17:14:47+02:00,1022,3540,3.92000,15141,,,,
2023-10-10 21:58:37+02:00,1056,3658,3.92000,15141,,,,
2023-10-11 08:40:57+02:00,1003,3474,3.91800,15141,,,,
2023-10-11 11:25:18+02:00,1060,3672,3.91700,15141,,,,
2023-10-11 13:54:46+02:00,871,3017,3.91800,15141,,,,
2023-10-11 14:24:41+02:00,864,2993,3.92000,15141,,,,
2023-10-11 15:39:26+02:00,825,2858,3.91700,15141,,,,
2023-10-11 15:54:24+02:00,832,2882,3.91800,15141,,,,
2023-10-11 18:08:53+02:00,1004,3478,3.92000,15141,,,,
2023-10-11 19:53:29+02:00,1047,3627,3.91800,15141,,,,
2023-10-11 20:23:23+02:00,1038,3596,3.91700,15141,,,,
2023-10-11 20:38:21+02:00,1047,3627,3.91700,15141,,,,
2023-10-11 21:53:03+02:00,1065,3689,3.92000,15141,,,,
2023-10-12 08:05:33+02:00,1057,3661,3.91700,15141,,,,
2023-10-12 08:35:28+02:00,817,2830,3.91700,15141,,,,
2023-10-12 08:50:26+02:00,825,2858,3.91500,15141,,,,
2023-10-12 09:20:21+02:00,1065,3689,3.91700,15141,,,,
2023-10-12 09:35:19+02:00,1002,3471,3.91500,15141,,,,
2023-10-12 09:50:17+02:00,1018,3526,3.91500,15141,,,,
2023-10-12 10:05:14+02:00,1061,3675,3.91500,15141,,,,
2023-10-12 10:35:09+02:00,1069,3703,3.91500,15141,,,,
2023-10-12 13:19:33+02:00,1061,3675,3.91700,15141,,,,
2023-10-12 19:18:06+02:00,999,3461,3.91700,15141,,,,
2023-10-12 21:47:31+02:00,1069,3703,3.91500,15141,,,,
2023-10-13 08:29:54+02:00,1058,3665,3.91500,15141,,,,
2023-10-13 13:43:41+02:00,1048,3630,3.91500,15141,,,,
2023-10-13 16:42:59+02:00,843,2920,3.91500,15141,,,,
2023-10-13 20:12:10+02:00,836,2896,3.91300,15141,,,,
2023-10-13 20:57:00+02:00,1003,3474,3.91300,15141,,,,
2023-10-13 21:11:58+02:00,844,2924,3.91300,15141,,,,
2023-10-13 21:26:56+02:00,962,3332,3.91300,15141,,,,
2023-10-13 21:41:54+02:00,1044,3616,3.91300,15141,,,,
2023-10-13 22:11:49+02:00,1057,3661,3.91500,15141,,,,
2023-10-14 04:55:13+02:00,1065,3689,3.91500,15141,,,,
2023-10-14 07:54:30+02:00,1057,3661,3.91300,15141,,,,
2023-10-14 08:24:24+02:00,1270,4399,3.91300,15141,,,,
2023-10-14 20:21:30+02:00,1263,4375,3.91300,15141,,,,
2023-10-15 20:15:41+02:00,1260,4365,3.91200,15141,,,,
2023-10-16 16:25:50+02:00,1253,4340,3.91200,15141,,,,
2023-10-17 12:50:54+02:00,1246,4316,3.91200,15141,,,,
2023-10-17 22:03:45+02:00,1239,4292,3.91200,15141,,,,
2023-10-18 19:58:25+02:00,1246,4316,3.91200,15141,,,,
2023-10-18 20:13:23+02:00,1254,4344,3.91200,15141,,,,
2023-10-19 20:07:37+02:00,1254,4344,3.91000,15141,,,,
2023-10-19 22:37:02+02:00,1247,4320,3.91000,15141,,,,
2023-10-20 04:35:35+02:00,1237,4285,3.91000,15141,,,,
2023-10-20 06:05:14+02:00,994,3443,3.91000,15141,,,,
2023-10-20 06:35:09+02:00,683,2366,3.91000,15141,,,,
2023-10-20 07:05:03+02:00,1007,3488,3.91000,15141,,,,
2023-10-20 07:20:01+02:00,801,2775,3.90900,15141,,,,
2023-10-20 07:34:59+02:00,705,2442,3.91000,15141,,,,
2023-10-20 08:04:54+02:00,724,2508,3.91000,15141,,,,
2023-10-20 08:19:52+02:00,776,2688,3.90900,15141,,,,
2023-10-20 08:34:50+02:00,750,2598,3.90900,15141,,,,
2023-10-20 08:49:48+02:00,821,2844,3.90900,15141,,,,
2023-10-20 09:04:46+02:00,828,2868,3.90900,15141,,,,
2023-10-20 09:19:45+02:00,839,2906,3.90900,15141,,,,
2023-10-20 09:34:42+02:00,801,2775,3.90900,15141,,,,
2023-10-20 09:49:40+02:00,810,2806,3.90700,15141,,,,
2023-10-20 10:04:38+02:00,792,2743,3.90900,15141,,,,
2023-10-20 10:19:37+02:00,771,2671,3.91000,15141,,,,
2023-10-20 10:34:35+02:00,862,2986,3.90900,15141,,,,
2023-10-20 10:49:33+02:00,785,2719,3.90900,15141,,,,
2023-10-20 11:19:27+02:00,758,2626,3.91000,15141,,,,
2023-10-20 11:34:25+02:00,765,2650,3.91000,15141,,,,
2023-10-20 12:04:19+02:00,746,2584,3.91000,15141,,,,
2023-10-20 12:34:14+02:00,738,2556,3.91000,15141,,,,
2023-10-20 12:49:12+02:00,409,1417,3.90700,15141,,,,
2023-10-20 13:19:07+02:00,540,1871,3.90900,15141,,,,
2023-10-20 13:34:05+02:00,402,1393,3.90900,15141,,,,
2023-10-20 14:03:59+02:00,461,1597,3.91000,15141,,,,
2023-10-20 14:18:57+02:00,434,1503,3.90700,15141,,,,
2023-10-20 14:48:51+02:00,726,2515,3.90900,15141,,,,
2023-10-20 15:03:49+02:00,747,2588,3.91000,15141,,,,
2023-10-20 15:18:47+02:00,418,1448,3.90700,15141,,,,
2023-10-20 15:33:45+02:00,731,2532,3.90900,15141,,,,
2023-10-20 15:48:43+02:00,717,2484,3.91000,15141,,,,
2023-10-20 16:03:41+02:00,367,1271,3.90900,15141,,,,
2023-10-20 16:18:39+02:00,755,2615,3.90900,15141,,,,
2023-10-20 16:33:37+02:00,366,1268,3.90900,15141,,,,
2023-10-20 16:48:35+02:00,393,1361,3.90700,15141,,,,
2023-10-20 17:03:33+02:00,427,1479,3.90900,15141,,,,
2023-10-20 17:18:31+02:00,394,1365,3.90900,15141,,,,
2023-10-20 17:48:24+02:00,405,1403,3.91000,15141,,,,
2023-10-20 18:18:19+02:00,417,1444,3.91000,15141,,,,
2023-10-20 18:48:13+02:00,480,1663,3.90900,15141,,,,
2023-10-20 19:03:11+02:00,362,1254,3.90900,15141,,,,
2023-10-20 19:18:09+02:00,326,1129,3.90700,15141,,,,
2023-10-20 19:48:03+02:00,305,1057,3.91000,15141,,,,
2023-10-20 20:03:01+02:00,409,1417,3.90900,15141,,,,
2023-10-20 20:47:51+02:00,1295,4486,3.90900,15141,,,,
2023-10-20 21:02:49+02:00,1356,4697,3.90900,15141,,,,
2023-10-21 02:16:33+02:00,1373,4756,3.90900,15141,,,,
2023-10-21 04:01:09+02:00,1362,4718,3.90900,15141,,,,
2023-10-21 05:00:56+02:00,1370,4746,3.90900,15141,,,,
2023-10-21 05:45:47+02:00,1358,4704,3.90900,15141,,,,
2023-10-21 06:30:37+02:00,1365,4728,3.90700,15141,,,,
2023-10-21 06:45:35+02:00,1358,4704,3.90700,15141,,,,
2023-10-21 18:12:49+02:00,1350,4676,3.90900,15141,,,,
2023-10-22 08:39:16+02:00,1343,4652,3.90600,15141,,,,
2023-10-23 08:33:26+02:00,1336,4628,3.90600,15141,,,,
2023-10-23 16:31:35+02:00,1343,4652,3.90600,15141,,,,
2023-10-23 17:16:26+02:00,1356,4697,3.90600,15141,,,,
2023-10-23 17:31:24+02:00,1370,4746,3.90400,15141,,,,
2023-10-23 19:16:01+02:00,1362,4718,3.90700,15141,,,,
2023-10-23 19:45:55+02:00,1370,4746,3.90600,15141,,,,
2023-10-23 20:15:49+02:00,1358,4704,3.90400,15141,,,,
2023-10-24 11:12:16+02:00,1374,4760,3.90400,15141,,,,
2023-10-24 11:42:11+02:00,1390,4815,3.90600,15141,,,,
2023-10-24 13:26:45+02:00,1383,4791,3.90100,15141,,,,
2023-10-24 14:26:33+02:00,1375,4763,3.90400,15141,,,,
2023-10-24 15:41:21+02:00,1362,4718,3.90200,15141,,,,
2023-10-24 16:26:10+02:00,1370,4746,3.90200,15141,,,,
2023-10-24 17:11:01+02:00,1358,4704,3.90600,15141,,,,
2023-10-25 10:51:37+02:00,1369,4742,3.90400,15141,,,,
2023-10-25 11:06:36+02:00,1378,4773,3.90200,15141,,,,
2023-10-25 13:06:08+02:00,1391,4818,3.90200,15141,,,,
2023-10-25 13:51:00+02:00,1383,4791,3.90200,15141,,,,
2023-10-25 14:35:52+02:00,1376,4766,3.90100,15141,,,,
2023-10-25 15:50:36+02:00,1369,4742,3.90100,15141,,,,
2023-10-25 16:05:34+02:00,1361,4715,3.89900,15141,,,,
2023-10-25 16:35:29+02:00,1370,4746,3.90100,15141,,,,
2023-10-25 17:20:19+02:00,1359,4708,3.90200,15141,,,,
2023-10-26 08:31:35+02:00,1352,4683,3.89900,15141,,,,
2023-10-26 12:15:44+02:00,1369,4742,3.89900,15141,,,,
2023-10-26 13:30:28+02:00,1357,4701,3.89900,15141,,,,
2023-10-26 17:14:36+02:00,1370,4746,3.89900,15141,,,,
2023-10-26 17:59:27+02:00,1358,4704,3.90100,15141,,,,
2023-10-27 01:12:40+02:00,1374,4760,3.89900,15141,,,,
2023-10-27 01:42:34+02:00,1382,4787,3.89900,15141,,,,
2023-10-27 02:27:25+02:00,1390,4815,3.90100,15141,,,,
2023-10-27 06:41:27+02:00,1380,4780,3.90100,15141,,,,
2023-10-27 06:56:25+02:00,1391,4818,3.89600,15141,,,,
2023-10-27 07:11:23+02:00,1384,4794,3.89900,15141,,,,
2023-10-27 08:11:10+02:00,1376,4766,3.89900,15141,,,,
2023-10-27 11:10:29+02:00,1361,4715,3.89600,15141,,,,
2023-10-27 11:25:27+02:00,1370,4746,3.89800,15141,,,,
2023-10-27 11:55:21+02:00,1357,4701,3.89800,15141,,,,
2023-10-27 13:54:54+02:00,1336,4628,3.89900,15141,,,,
2023-10-27 17:09:08+02:00,1344,4656,3.89900,15141,,,,
2023-10-27 23:07:41+02:00,1353,4687,3.89600,15141,,,,
2023-10-27 23:22:39+02:00,1361,4715,3.89800,15141,,,,
2023-10-27 23:52:33+02:00,1373,4756,3.89800,15141,,,,
2023-10-28 00:37:23+02:00,1360,4711,3.89800,15141,,,,
2023-10-28 00:52:21+02:00,1369,4742,3.89600,15141,,,,
2023-10-28 01:07:19+02:00,1357,4701,3.89400,15141,,,,
2023-10-28 02:51:55+02:00,1349,4673,3.89800,15141,,,,
2023-10-28 03:51:42+02:00,1342,4649,3.89600,15141,,,,
2023-10-28 05:36:16+02:00,1334,4621,3.89800,15141,,,,
2023-10-28 07:35:48+02:00,1346,4663,3.89800,15141,,,,
2023-10-28 08:20:39+02:00,1339,4638,3.89600,15141,,,,
2023-10-28 10:50:03+02:00,1327,4597,3.89600,15141,,,,
2023-10-28 14:19:14+02:00,1319,4569,3.89600,15141,,,,
2023-10-28 15:19:01+02:00,882,3055,3.89900,15141,,,,
2023-10-28 15:48:56+02:00,875,3031,3.89800,15141,,,,
2023-10-28 17:48:29+02:00,844,2924,3.89600,15141,,,,
2023-10-28 18:48:25+02:00,837,2899,3.89400,15141,,,,
2023-10-28 19:03:23+02:00,847,2934,3.89400,15141,,,,
2023-10-28 19:18:21+02:00,858,2972,3.89400,15141,,,,
2023-10-28 19:33:19+02:00,849,2941,3.89300,15141,,,,
2023-10-28 19:48:17+02:00,842,2917,3.89300,15141,,,,
2023-10-28 20:03:15+02:00,870,3014,3.89400,15141,,,,
2023-10-28 20:18:13+02:00,795,2754,3.89600,15141,,,,
2023-10-28 20:33:11+02:00,915,3170,3.89400,15141,,,,
2023-10-28 20:48:09+02:00,581,2013,3.89400,15141,,,,
2023-10-28 21:03:07+02:00,483,1673,3.89400,15141,,,,
2023-10-28 21:18:04+02:00,965,3343,3.89400,15141,,,,
2023-10-28 21:33:02+02:00,523,1812,3.89600,15141,,,,
2023-10-28 21:48:00+02:00,729,2525,3.89300,15141,,,,
2023-10-28 22:32:50+02:00,518,1794,3.89600,15141,,,,
2023-10-28 23:02:45+02:00,505,1749,3.89400,15141,,,,
2023-10-28 23:17:43+02:00,515,1784,3.89400,15141,,,,
2023-10-28 23:47:37+02:00,703,2435,3.89600,15141,,,,
2023-10-29 00:02:35+02:00,789,2733,3.89300,15141,,,,
2023-10-29 00:17:33+02:00,815,2823,3.89400,15141,,,,
2023-10-29 00:32:31+02:00,797,2761,3.89400,15141,,,,
2023-10-29 00:47:29+02:00,451,1562,3.89300,15141,,,,
2023-10-29 01:02:27+02:00,708,2453,3.89400,15141,,,,
2023-10-29 01:17:25+02:00,888,3076,3.89400,15141,,,,
2023-10-29 01:32:23+02:00,782,2709,3.89800,15141,,,,
2023-10-29 01:47:20+02:00,799,2768,3.89600,15141,,,,
2023-10-29 02:02:18+02:00,806,2792,3.89400,15141,,,,
2023-10-29 02:17:16+02:00,912,3159,3.89400,15141,,,,
2023-10-29 02:32:14+02:00,805,2789,3.89400,15141,,,,
2023-10-29 02:47:13+02:00,779,2698,3.89400,15141,,,,
2023-10-29 02:02:11+01:00,601,2082,3.89600,15141,,,,
2023-10-29 02:32:06+01:00,493,1708,3.89400,15141,,,,
2023-10-29 02:47:04+01:00,542,1877,3.89300,15141,,,,
2023-10-29 03:02:02+01:00,736,2550,3.89300,15141,,,,
2023-10-29 03:17:00+01:00,414,1434,3.89300,15141,,,,
2023-10-29 03:31:58+01:00,724,2508,3.89400,15141,,,,
2023-10-29 03:46:56+01:00,792,2743,3.89400,15141,,,,
2023-10-29 04:01:55+01:00,426,1476,3.89400,15141,,,,
2023-10-29 04:16:53+01:00,417,1444,3.89400,15141,,,,
2023-10-29 04:31:51+01:00,461,1597,3.89300,15141,,,,
2023-10-29 04:46:49+01:00,695,2407,3.89300,15141,,,,
2023-10-29 05:01:47+01:00,807,2795,3.89300,15141,,,,
2023-10-29 05:16:45+01:00,432,1496,3.89400,15141,,,,
2023-10-29 05:31:43+01:00,498,1725,3.89300,15141,,,,
2023-10-29 05:46:41+01:00,816,2827,3.89300,15141,,,,
2023-10-29 06:01:39+01:00,767,2657,3.89400,15141,,,,
2023-10-29 06:16:37+01:00,794,2750,3.89100,15141,,,,
2023-10-29 06:31:35+01:00,802,2778,3.89400,15141,,,,
2023-10-29 06:46:33+01:00,794,2750,3.89300,15141,,,,
2023-10-29 07:01:31+01:00,420,1455,3.89100,15141,,,,
2023-10-29 07:16:29+01:00,427,1479,3.89400,15141,,,,
2023-10-29 08:31:11+01:00,396,1372,3.89300,15141,,,,
2023-10-29 08:46:09+01:00,814,2820,3.89400,15141,,,,
2023-10-29 10:00:53+01:00,1350,4676,3.89400,15141,,,,
2023-10-29 13:30:06+01:00,1357,4701,3.89400,15141,,,,
2023-10-29 14:29:53+01:00,1340,4642,3.89400,15141,,,,
2023-10-29 14:44:51+01:00,1319,4569,3.89300,15141,,,,
2023-10-29 14:59:49+01:00,1310,4538,3.89300,15141,,,,
2023-10-29 18:58:51+01:00,1302,4510,3.89300,15141,,,,
